text,sentiment
"@tinfromrio anitta levou primeiro, só n levou pros charts 😭  https://t.co/DLskbnRWOm",Positive
@lenypiper @alfonsolacruzz @Anitta Ela nasceu pro reggaeton,Positive
@siteptbr já fez mais pela humanidade que a Anitta e o Bolsonaro,Negative
Eu odeio a Anitta kkkkkkkkkkk mais mentirosa que ela só os meus amigos homens,Negative
@DieggoAraujjo checkmate e bang pra mim são as bíblias da anitta,Positive
"essa musica da anitta kk eh muito ruim mas o clipe ta bem legal as cenas das pessoas, pena q n tem nada a ver com a musica",Negative
"@BoRbALiP @iBlogueirinha kkkkkkkk seria o sonho da anitta né, até parece que a blogs ia se rebaixar assim",Negative
Certos “fans” deveriam tomar vergonha na cara e pararem de ser tão escrotos . Anitta passou por tanta coisa durante o processo de criação do álbum e vcs aqui gongando o sonho dela e pedindo remix e feats . Pra depois soltarem a mão como sempre fazem😒,Positive
"@diogxwz Acorda! Nem se a anitta pegar todos os ganhadores de aotys, sotys, rotys e bna... ela vai ganhar um grammy https://t.co/RyLL9hcIzn",Negative
Diva ❤️,Positive
@parra_com_isso Não vou perdoar o fã clube da Anitta,Negative
@ConexaoAnitta pra mim essa é a melhor música dela,Positive
"@funk_rave @Anitta Acredito que não terá um investimento estrondoso, mas terá investimento sim.
Ela já disse que estão em processo de fechar performance e coisas do tipo, a música tem potencial. Top 01 global? Ainda não, mas que #FunkRave vai emocionar, eu sei que ainda vai.",Positive
"@popchartpc a Karol sempre pisando na Anitta, mais um hit no spotify global pra fada ♥️",Negative
karol g e Anitta kd o feat de vcs ? https://t.co/TdRXeFuQUd,Positive
@QGdoPOP Eu queria tanto um feat dela e da Anitta,Positive
"top 5 artistas br no meu lastfm

27 clarice falcao 
35 anitta
43 um44k
50 matue
55 7 minutoz  vou me m",Positive
e nada de feat com Anitta https://t.co/T1eaygGKH5,Positive
@_lov33s avisem pro kevin pra ela meter anitta no meio nem que seja pra back vocal em 'Toma toma toma' https://t.co/H2SEGk6kIg,Positive
@envolxver eu literalmente falando que ela decaiu artisticamente e falando que gostava da anitta do começo da carreira KKKKKKKKKKKKKKKKKKKKKKK qual seu ponto amor?,Negative
Anitta fracassada tapete de Ludmilla — Sai do fake aespermas https://t.co/wjJpR891cf,Negative
@MayorAnitta @envolxver apois a anitta não se escora nem solo e nem com escoro pq os últimos lançamentos solos e feat floparam todos,Negative
eu tinha muito hate contra pilantra do jao e da anitta mas é boa rapaz,Positive
@billiecrimes fui derrubada hoje odeio essa merda tudo culpa da anitta,Negative
@poptracks Se tem Anitta tem confusão incrível pop,Negative
@flklorelipa @bankressuscita @alfonsolacruzz @Anitta queremos SIMMMM.,Positive
@anittagolden Só não é mais fake que Naldo mesmo kkkkk,Negative
@tracklist O soco na anitta,Negative
"@mariliaversions @forumpandlr só acharia engraçado a Xuxa desmentir kkk

mas na real, tomara q seja verdade mesmo, pq sou muito fã tanto da Xuxa quanto da Anitta, ambas maravilhosas",Positive
"@mariliaversions @forumpandlr só acharia engraçado a Xuxa desmentir kkk

mas na real, tomara q seja verdade mesmo, pq sou muito fã tanto da Xuxa quanto da Anitta, ambas maravilhosas",Positive
eu tinha que ter estudado fui foi aprender a coreo da anitta,Positive
"@EuMarceloCastro @mariliaversions @forumpandlr só acharia engraçado a Xuxa desmentir kkk

mas na real, tomara q seja verdade mesmo, pq sou muito fã tanto da Xuxa quanto da Anitta, ambas maravilhosas",Positive
"@garota_ilustry @forumpandlr só acharia engraçado a Xuxa desmentir kkk

mas na real, tomara q seja verdade mesmo, pq sou muito fã tanto da Xuxa quanto da Anitta, ambas maravilhosas",Positive
"@eunitterr @mariliaversions @forumpandlr só acharia engraçado a Xuxa desmentir kkk

mas na real, tomara q seja verdade mesmo, pq sou muito fã tanto da Xuxa quanto da Anitta, ambas maravilhosas",Positive
"@w1b_samu amg um funk espanhol com grande nomes da AL, seria perfeito pra era que anitta tá fazendo, isso sim so agregaria

https://t.co/IAL6WEDPH4",Positive
"@is_hitalo Anitta, Karol e Maluma juntos? Eu morreria de alegria",Positive
@apoisne @Anitta Muito boa essa,Positive
"Então Anitters apoiem Funk Rave apoiem a álbum totalmente funk Anitta fez esse projeto quando estava passando por um problema de saúde gravíssimo tem importância sentimental para ela. Apenas quer levar um pedaço do Brasil para o mundo é  uma missão, uma vontade dela.",Positive
essa aqui ia ser top 1 global: @alfonsolacruzz  @Anitta  💙🔥 https://t.co/xsHYbOi0xR,Positive
@saradogoxtoso @Louisnittx Kkkjkkk Anitta tá ganhando 140 mil ouvintes por dia porque a música tá pegando 400mil plays fora do Brasil amor,Positive
"@enzonitter Enzo, era só isso. HITAVA até no inferno. @KevinOChris coloca a Anitta, Karol G e Maluma no remix!",Positive
A pussy da @Anitta é Tudoo!! Avisa que foi hit,Positive
"acho que a Anitta tá ficando chata nisso de querer levar o funk pra fora, veja bem, o funk já chegou lá. Rihanna já usou funk num super bowl e também no desfile, outros artistas internacionais já conhecem o funk.",Negative
"@PAnittaNotice Gnt eles tão guardando o cheque para os próximos singles, a Anitta falou q só vai melhorando, então o investimento tbm, irei acreditar, pq me convém, bjs",Positive
"@_geygomess Obrigado Emília Anitta já entrou nos charts de toda AL com música solo envolver, medicina, veneno, paradinha, indecente",Positive
nunca tinha reparado que a Anitta tá mo gata nessa foto,Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅️
Anitta ✅
Ludmilla ✅❌️
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ❌
Zélia Duncan ❌
Ana Carolina ✅️
IZA✅️
Pabllo Vittar ✅
Sandy ❌
Glória Groove ✅️
Bethânia ✅️
Gal Costa ❌✅️
Joelma ✅",Positive
"@KevinOChris Queremos a ANITTA, Karol G e Maluma!!!",Positive
"@DieggoAraujjo Eu sei! Mas ela merecia bem mais, a Anitta tem tanta música boa",Positive
"Anitta e insuportável ontem encontrei com Ela no aeroporto de Guarulhos, ela estava sentada aguardando um voo e do lado dela de pé um segurança eu me aproximei com toda educação para pedir uma foto o segurança fala não atrapalhe a artista ela tá fazendo um boquete agr kk",Negative
@envolxver @ctrlcharlesss o fracasso,Negative
"As circunstâncias me fizeram mudar de opinião, queremos anitta no remix de Ta Ok com Maluma e Karol G

https://t.co/IAL6WEDPH4",Positive
"tava vendo aki e eu acho engracado a anitta tentando carreira internacional, c musica em espanhol e sexualizar o brasil, o kevin o chris não fez nada disso e conseguiu maior estabilidade no top 50 global kkkkkk morro
 https://t.co/sWZdQR6NDa",Negative
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅
Anitta ✅
Ludmilla ✅
Claudia Leitte ❌️
Daniela Mercury ❌️
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅
IZA ✅
Pabllo Vittar ✅️
Sandy ✅
Glória Groove✅
Bethânia ✅
Gal Costa ❌
Joelma ❌

Enfim a sapatão",Positive
anitta você tinha um grande mousse pra fazer e falhou,Negative
@intersseira @ultrsom Já agradeceu a lexa e anitta por ter dado uma carreira pra lu com essa,Positive
"@KarolGBRA @dennisdj @KevinOChris Eu quero uma colaboração de Karol g com Anitta ..
Quem concorda curte esse comentário https://t.co/8ZYIm1U5QG",Positive
@bchartsnet Preferimos assistir os clipes da anitta,Positive
@MsilvaAD que divulguem! será ótimo para o funk e consequentemente p anitta e o album/singles do album,Positive
Anitta revela que gravou clipe com Sam Smith https://t.co/5eUlBaYdeK,Positive
Anitta revela que gravou clipe com Sam Smith https://t.co/vT24IeIvWn,Positive
@Davi_Kis ótimo p anitta e o album uai,Positive
@_luanraso queremos a anitta roubando os reggaeton deles pra hitar https://t.co/qFeCuid1I4,Positive
@Dantinhas Esses aí sim tinham talento a ponto de furar a bolha e serem regravados por músicos de MPB ao contrário da Anitta que vive de imagem e escândalos,Negative
@AcessoAnittaR @alfonsolacruzz @Anitta isso ta muito bom,Positive
@EaeMarcellus ela salvando oq anitta destruiu com funk rave https://t.co/cGaZOw8r1B,Negative
"@updatecharts inteligência artificial sem credibilidade alguma, anitta conseguiu expandir sua música pro mundo inteiro, ela que devia estar elegida",Positive
"@lipwtter @anittaverse @choquei E a Anitta usa roupas indecentes, faz boquete em público e coisas piores",Negative
Hoje é a festa junina do CEI e eu só queria ter tido a minha quadrilha maluca pra ir de Anitta 😕,Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅
Anitta ✅
Ludmilla ❌️
Claudia Leitte ❌️
Daniela Mercury ✅
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ❌️
IZA ✅
Pabllo Vittar ✅️
Sandy ✅
Glória Groove❌️
Bethânia ✅
Gal Costa ✅
Joelma ✅",Positive
"@tododiaanitters veja bem adm só é possível hoje alguém ouvir funk pq a anitta criou esse genero, sem ela não existiria funk",Positive
@gabrielabfz Espera deitada tonhona a  xuxa é amiga da Anitta sim.,Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅️
Anitta ✅️
Ludmilla ✅
Claudia Leitte ❌️
Daniela Mercury ❌️✅️
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅
IZA ✅
Pabllo Vittar ✅️
Sandy ❌
Glória Groove✅️
Bethânia ✅️
Gal Costa ✅
Joelma ❌",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅
Anitta ✅
Ludmilla ✅
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ✅
Zélia Duncan ❌
Ana Carolina ✅❌
IZA✅
Pabllo Vittar ✅
Sandy ✅
Glória Groove✅
Bethânia ❌
Gal Costa ❌
Joelma ❌️",Positive
@pallomatamirys @Anitta Ameiiii,Positive
E a carreira internacional da anitta? — Carreira? Que carreira? https://t.co/vaqzYiKe9A,Negative
@lenypiper @alfonsolacruzz @Anitta Ficou massa! 🔥,Positive
"@PopOnze @dennisdj @KevinOChris Preferimos a anitta
https://t.co/WjnNVbz3M8",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅
Anitta ✅
Ludmilla ✅
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ✅
Zélia Duncan ❌
Ana Carolina ✅
IZA✅
Pabllo Vittar ❌
Sandy ❌
Glória Groove✅
Maria Rita ✅
Bethânia ✅
Gal Costa ✅
Joelma ❌",Positive
enquanto isso a anitta com mais ouvintes mensais que a sua fav https://t.co/3h5S1hnREQ,Positive
"@sofr_ito Lisho por gastar de Anitta, falo mesmo",Negative
não sabe como tratar um macho? escuta as antiga da anitta 🫶🏻,Positive
@enzocamwrgo Os fcs da taylor e da anitta sao os piores so tem louco surtado,Negative
tá triste por macho? escuta as música antiga da anitta,Positive
"@S2tavio anitta fazendo revolução no funk 
https://t.co/KMAruas8KP",Positive
@alfonsolacruzz @Anitta Eu queroooooo!,Positive
@arezinhoo Que hypq que a anitta tem??,Negative
"o quão lgbt cult br 🇧🇷 você é?

Alcione ❌
Anitta ✅
Ludmilla ✅
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ✅
Zélia Duncan ❌
Ana Carolina ❌
IZA✅
Pabllo Vittar ✅
Sandy ✅
Glória Groove✅
Bethânia ❌
Gal Costa ❌
Joelma✅",Positive
@DailyChartBR Lança um funk com ela @Anitta,Positive
tô viciada nas música de 2013 da anitta,Positive
amo as antigas da anitta,Positive
"@Anitta Tão triste, os gringos olham para isso e acham que isso é música Brasileira",Negative
só tocou anitta no treino hoje eu até quase consegui terminar tudo,Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅
Anitta ✅
Ludmilla 🤮🤮🤮🤮🤮
Claudia Leitte ✅
Daniela Mercury ❌️
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ❌️
Ana Carolina ❌️
IZA ✅
Pabllo Vittar ✅️
Sandy ❌
Glória Groove✅
Bethânia ✅
Gal Costa ✅
Joelma ❌",Positive
"o quão lgbt cult br 🇧🇷 você é? 

Alcione ❌️
Anitta ✅
Ludmilla ✅
Claudia Leitte ✅
Daniela Mercury ✅
Margareth Menezes ❌️
Ivete Sangalo  ✅
Zélia Duncan ❌️
Ana Carolina ❌️
IZA ✅
Pabllo Vittar ✅️
Sandy ✅
Glória Groove ✅
Bethânia ✅
Gal Costa ❌️
Joelma ❌️",Positive
"o quão lgbt cult br 🇧🇷 você é?

Alcione ❌️
Anitta ❌
Ludmilla ✅
Claudia Leitte ❌️
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ✅
Zélia Duncan ❌️
Ana Carolina ✅
IZA ✅
Pabllo Vittar ❌
Sandy ❌
Glória Groove❌️
Bethânia ❌️
Gal Costa ✅
Joelma ❌",Negative
"@szasession @DailyChartBR no dia que ela fizer o que a anitta já fez, você me responde essa. have a good night! https://t.co/ZkmjNRYwSg",Positive
@alfonsolacruzz @Anitta queremos sim!!!!,Positive
